 frequency       gain_db        
 3.16227766e+07 -9.72552082e+00 
 3.98107171e+07 -9.63319140e+00 
 5.01187234e+07 -7.97100900e+00 
 6.30957344e+07 -4.89335083e+00 
 7.94328235e+07 -2.53179045e+00 
 1.00000000e+08 -1.86025496e+00 
 1.25892541e+08 -1.81607983e+00 
 1.58489319e+08 -1.17946129e+00 
 1.99526231e+08  3.32125417e-01 
 2.51188643e+08  2.14079436e+00 
 3.16227766e+08  3.81550314e+00 
 3.98107171e+08  5.21634139e+00 
 5.01187234e+08  6.31363618e+00 
 6.30957344e+08  7.10397132e+00 
 7.94328235e+08  7.58957707e+00 
 1.00000000e+09  7.77455684e+00 
 frequency       gain_db        
 1.00000000e+00  3.63339540e+01 
 1.25892541e+00  3.63339540e+01 
 1.58489319e+00  3.63339540e+01 
 1.99526231e+00  3.63339540e+01 
 2.51188643e+00  3.63339540e+01 
 3.16227766e+00  3.63339540e+01 
 3.98107171e+00  3.63339540e+01 
 5.01187234e+00  3.63339540e+01 
 6.30957344e+00  3.63339540e+01 
 7.94328235e+00  3.63339539e+01 
 1.00000000e+01  3.63339539e+01 
 1.25892541e+01  3.63339538e+01 
 1.58489319e+01  3.63339537e+01 
 1.99526231e+01  3.63339536e+01 
 2.51188643e+01  3.63339533e+01 
 3.16227766e+01  3.63339529e+01 
 3.98107171e+01  3.63339523e+01 
 5.01187234e+01  3.63339514e+01 
 6.30957344e+01  3.63339498e+01 
 7.94328235e+01  3.63339474e+01 
 1.00000000e+02  3.63339435e+01 
 1.25892541e+02  3.63339374e+01 
 1.58489319e+02  3.63339276e+01 
 1.99526231e+02  3.63339122e+01 
 2.51188643e+02  3.63338877e+01 
 3.16227766e+02  3.63338490e+01 
 3.98107171e+02  3.63337876e+01 
 5.01187234e+02  3.63336902e+01 
 6.30957344e+02  3.63335360e+01 
 7.94328235e+02  3.63332915e+01 
 1.00000000e+03  3.63329041e+01 
 1.25892541e+03  3.63322901e+01 
 1.58489319e+03  3.63313173e+01 
 1.99526231e+03  3.63297758e+01 
 2.51188643e+03  3.63273338e+01 
 3.16227766e+03  3.63234664e+01 
 3.98107171e+03  3.63173440e+01 
 5.01187234e+03  3.63076583e+01 
 6.30957344e+03  3.62923516e+01 
 7.94328235e+03  3.62682021e+01 
 1.00000000e+04  3.62302005e+01 
 1.25892541e+04  3.61706451e+01 
 1.58489319e+04  3.60778972e+01 
 1.99526231e+04  3.59348424e+01 
 2.51188643e+04  3.57173468e+01 
 3.16227766e+04  3.53935075e+01 
 3.98107171e+04  3.49251164e+01 
 5.01187234e+04  3.42729179e+01 
 6.30957344e+04  3.34057679e+01 
 7.94328235e+04  3.23104695e+01 
 1.00000000e+05  3.09966014e+01 
 1.25892541e+05  2.94929873e+01 
 1.58489319e+05  2.78382948e+01 
 1.99526231e+05  2.60714499e+01 
 2.51188643e+05  2.42256843e+01 
 3.16227766e+05  2.23265618e+01 
 3.98107171e+05  2.03925094e+01 
 5.01187234e+05  1.84363530e+01 
 6.30957344e+05  1.64669726e+01 
 7.94328235e+05  1.44907334e+01 
 1.00000000e+06  1.25126494e+01 
 1.25892541e+06  1.05373649e+01 
 1.58489319e+06  8.57008058e+00 
 1.99526231e+06  6.61755973e+00 
 2.51188643e+06  4.68933605e+00 
 3.16227766e+06  2.79919354e+00 
 3.98107171e+06  9.66839566e-01 
 5.01187234e+06 -7.80635249e-01 
 6.30957344e+06 -2.40847205e+00 
 7.94328235e+06 -3.87663360e+00 
 1.00000000e+07 -5.14601248e+00 
 1.25892541e+07 -6.18712538e+00 
 1.58489319e+07 -6.98562837e+00 
 1.99526231e+07 -7.53543106e+00 
 2.51188643e+07 -7.80674908e+00 
 3.16227766e+07 -7.66084182e+00 
 3.98107171e+07 -6.66581594e+00 
 5.01187234e+07 -4.24881070e+00 
 6.30957344e+07 -2.90950714e+00 
 7.94328235e+07 -4.89634420e+00 
 1.00000000e+08 -6.68135866e+00 
 1.25892541e+08 -6.93790871e+00 
 1.58489319e+08 -6.09144105e+00 
 1.99526231e+08 -4.79567887e+00 
 2.51188643e+08 -3.33020416e+00 
 3.16227766e+08 -1.80497936e+00 
 3.98107171e+08 -2.79551033e-01 
 5.01187234e+08  1.18626899e+00 
 6.30957344e+08  2.52414132e+00 
 7.94328235e+08  3.66065849e+00 
 1.00000000e+09  4.52339255e+00 
 frequency       gain_db        
 1.00000000e+00  3.06306527e+01 
 1.25892541e+00  3.06306527e+01 
 1.58489319e+00  3.06306527e+01 
 1.99526231e+00  3.06306527e+01 
 2.51188643e+00  3.06306527e+01 
 3.16227766e+00  3.06306527e+01 
 3.98107171e+00  3.06306527e+01 
 5.01187234e+00  3.06306527e+01 
 6.30957344e+00  3.06306527e+01 
 7.94328235e+00  3.06306527e+01 
 1.00000000e+01  3.06306527e+01 
 1.25892541e+01  3.06306527e+01 
 1.58489319e+01  3.06306527e+01 
 1.99526231e+01  3.06306526e+01 
 2.51188643e+01  3.06306525e+01 
 3.16227766e+01  3.06306524e+01 
 3.98107171e+01  3.06306522e+01 
 5.01187234e+01  3.06306519e+01 
 6.30957344e+01  3.06306514e+01 
 7.94328235e+01  3.06306507e+01 
 1.00000000e+02  3.06306494e+01 
 1.25892541e+02  3.06306475e+01 
 1.58489319e+02  3.06306444e+01 
 1.99526231e+02  3.06306396e+01 
 2.51188643e+02  3.06306319e+01 
 3.16227766e+02  3.06306197e+01 
 3.98107171e+02  3.06306003e+01 
 5.01187234e+02  3.06305697e+01 
 6.30957344e+02  3.06305211e+01 
 7.94328235e+02  3.06304441e+01 
 1.00000000e+03  3.06303221e+01 
 1.25892541e+03  3.06301287e+01 
 1.58489319e+03  3.06298222e+01 
 1.99526231e+03  3.06293365e+01 
 2.51188643e+03  3.06285669e+01 
 3.16227766e+03  3.06273473e+01 
 3.98107171e+03  3.06254152e+01 
 5.01187234e+03  3.06223547e+01 
 6.30957344e+03  3.06175086e+01 
 7.94328235e+03  3.06098390e+01 
 1.00000000e+04  3.05977113e+01 
 1.25892541e+04  3.05785594e+01 
 1.58489319e+04  3.05483773e+01 
 1.99526231e+04  3.05009679e+01 
 2.51188643e+04  3.04268735e+01 
 3.16227766e+04  3.03119718e+01 
 3.98107171e+04  3.01358730e+01 
 5.01187234e+04  2.98706282e+01 
 6.30957344e+04  2.94808562e+01 
 7.94328235e+04  2.89269136e+01 
 1.00000000e+05  2.81722334e+01 
 1.25892541e+05  2.71934483e+01 
 1.58489319e+05  2.59884731e+01 
 1.99526231e+05  2.45773072e+01 
 2.51188643e+05  2.29949940e+01 
 3.16227766e+05  2.12814561e+01 
 3.98107171e+05  1.94734717e+01 
 5.01187234e+05  1.76008359e+01 
 6.30957344e+05  1.56858897e+01 
 7.94328235e+05  1.37447893e+01 
 1.00000000e+06  1.17893132e+01 
 1.25892541e+06  9.82864320e+00 
 1.58489319e+06  7.87098163e+00 
 1.99526231e+06  5.92507156e+00 
 2.51188643e+06  4.00174622e+00 
 3.16227766e+06  2.11557845e+00 
 3.98107171e+06  2.86507451e-01 
 5.01187234e+06 -1.45909246e+00 
 6.30957344e+06 -3.08907953e+00 
 7.94328235e+06 -4.56966120e+00 
 1.00000000e+07 -5.87412305e+00 
 1.25892541e+07 -6.99469518e+00 
 1.58489319e+07 -7.95231369e+00 
 1.99526231e+07 -8.79683802e+00 
 2.51188643e+07 -9.58474600e+00 
 3.16227766e+07 -1.02755891e+01 
 3.98107171e+07 -1.03175681e+01 
 5.01187234e+07 -8.15388428e+00 
 6.30957344e+07 -3.67471367e+00 
 7.94328235e+07  3.02861381e-02 
 1.00000000e+08  6.21074340e-01 
 1.25892541e+08 -2.30571774e-01 
 1.58489319e+08 -1.14105503e-02 
 1.99526231e+08  1.50957235e+00 
 2.51188643e+08  3.19391582e+00 
 3.16227766e+08  4.65790137e+00 
 3.98107171e+08  5.84597852e+00 
 5.01187234e+08  6.76009625e+00 
 6.30957344e+08  7.40462410e+00 
 7.94328235e+08  7.78189698e+00 
 1.00000000e+09  7.89344449e+00 
 frequency       gain_db        
 1.00000000e+00  4.79546369e+01 
 1.25892541e+00  4.79546369e+01 
 1.58489319e+00  4.79546368e+01 
 1.99526231e+00  4.79546368e+01 
 2.51188643e+00  4.79546368e+01 
 3.16227766e+00  4.79546367e+01 
 3.98107171e+00  4.79546367e+01 
 5.01187234e+00  4.79546365e+01 
 6.30957344e+00  4.79546363e+01 
 7.94328235e+00  4.79546360e+01 
 1.00000000e+01  4.79546355e+01 
 1.25892541e+01  4.79546347e+01 
 1.58489319e+01  4.79546334e+01 
 1.99526231e+01  4.79546313e+01 
 2.51188643e+01  4.79546280e+01 
 3.16227766e+01  4.79546229e+01 
 3.98107171e+01  4.79546147e+01 
 5.01187234e+01  4.79546017e+01 
 6.30957344e+01  4.79545811e+01 
 7.94328235e+01  4.79545485e+01 
 1.00000000e+02  4.79544969e+01 
 1.25892541e+02  4.79544150e+01 
 1.58489319e+02  4.79542852e+01 
 1.99526231e+02  4.79540796e+01 
 2.51188643e+02  4.79537537e+01 
 3.16227766e+02  4.79532372e+01 
 3.98107171e+02  4.79524188e+01 
 5.01187234e+02  4.79511219e+01 
 6.30957344e+02  4.79490674e+01 
 7.94328235e+02  4.79458131e+01 
 1.00000000e+03  4.79406604e+01 
 1.25892541e+03  4.79325065e+01 
 1.58489319e+03  4.79196146e+01 
 1.99526231e+03  4.78992605e+01 
 2.51188643e+03  4.78671955e+01 
 3.16227766e+03  4.78168560e+01 
 3.98107171e+03  4.77382495e+01 
 5.01187234e+03  4.76165096e+01 
 6.30957344e+03  4.74302939e+01 
 7.94328235e+03  4.71506024e+01 
 1.00000000e+04  4.67412103e+01 
 1.25892541e+04  4.61623588e+01 
 1.58489319e+04  4.53786208e+01 
 1.99526231e+04  4.43690892e+01 
 2.51188643e+04  4.31347253e+01 
 3.16227766e+04  4.16980009e+01 
 3.98107171e+04  4.00950821e+01 
 5.01187234e+04  3.83656734e+01 
 6.30957344e+04  3.65454774e+01 
 7.94328235e+04  3.46628327e+01 
 1.00000000e+05  3.27384759e+01 
 1.25892541e+05  3.07867980e+01 
 1.58489319e+05  2.88174568e+01 
 1.99526231e+05  2.68368162e+01 
 2.51188643e+05  2.48490626e+01 
 3.16227766e+05  2.28570113e+01 
 3.98107171e+05  2.08626605e+01 
 5.01187234e+05  1.88675602e+01 
 6.30957344e+05  1.68730741e+01 
 7.94328235e+05  1.48806212e+01 
 1.00000000e+06  1.28919661e+01 
 1.25892541e+06  1.09096041e+01 
 1.58489319e+06  8.93728972e+00 
 1.99526231e+06  6.98078286e+00 
 2.51188643e+06  5.04889693e+00 
 3.16227766e+06  3.15491068e+00 
 3.98107171e+06  1.31827960e+00 
 5.01187234e+06 -4.33725841e-01 
 6.30957344e+06 -2.06536564e+00 
 7.94328235e+06 -3.53418822e+00 
 1.00000000e+07 -4.79625251e+00 
 1.25892541e+07 -5.81331159e+00 
 1.58489319e+07 -6.55565279e+00 
 1.99526231e+07 -6.98938764e+00 
 2.51188643e+07 -7.03235863e+00 
 3.16227766e+07 -6.45987308e+00 
 3.98107171e+07 -4.82807846e+00 
 5.01187234e+07 -2.04395278e+00 
 6.30957344e+07 -6.74302070e-02 
 7.94328235e+07  5.85871775e-02 
 1.00000000e+08  2.38183669e-01 
 1.25892541e+08  1.03725560e+00 
 1.58489319e+08  2.28388760e+00 
 1.99526231e+08  3.67751093e+00 
 2.51188643e+08  4.99848434e+00 
 3.16227766e+08  6.13297139e+00 
 3.98107171e+08  7.03444698e+00 
 5.01187234e+08  7.68906370e+00 
 6.30957344e+08  8.09722121e+00 
 7.94328235e+08  8.26432816e+00 
 1.00000000e+09  8.19444449e+00 
 frequency       gain_db        
 1.00000000e+00  2.07459204e+01 
 1.25892541e+00  2.07459204e+01 
 1.58489319e+00  2.07459204e+01 
 1.99526231e+00  2.07459204e+01 
 2.51188643e+00  2.07459204e+01 
 3.16227766e+00  2.07459204e+01 
 3.98107171e+00  2.07459204e+01 
 5.01187234e+00  2.07459204e+01 
 6.30957344e+00  2.07459204e+01 
 7.94328235e+00  2.07459204e+01 
 1.00000000e+01  2.07459204e+01 
 1.25892541e+01  2.07459204e+01 
 1.58489319e+01  2.07459204e+01 
 1.99526231e+01  2.07459204e+01 
 2.51188643e+01  2.07459204e+01 
 3.16227766e+01  2.07459203e+01 
 3.98107171e+01  2.07459203e+01 
 5.01187234e+01  2.07459203e+01 
 6.30957344e+01  2.07459202e+01 
 7.94328235e+01  2.07459201e+01 
 1.00000000e+02  2.07459200e+01 
 1.25892541e+02  2.07459197e+01 
 1.58489319e+02  2.07459194e+01 
 1.99526231e+02  2.07459188e+01 
 2.51188643e+02  2.07459178e+01 
 3.16227766e+02  2.07459163e+01 
 3.98107171e+02  2.07459139e+01 
 5.01187234e+02  2.07459101e+01 
 6.30957344e+02  2.07459040e+01 
 7.94328235e+02  2.07458944e+01 
 1.00000000e+03  2.07458793e+01 
 1.25892541e+03  2.07458552e+01 
 1.58489319e+03  2.07458171e+01 
 1.99526231e+03  2.07457566e+01 
 2.51188643e+03  2.07456608e+01 
 3.16227766e+03  2.07455090e+01 
 3.98107171e+03  2.07452684e+01 
 5.01187234e+03  2.07448872e+01 
 6.30957344e+03  2.07442829e+01 
 7.94328235e+03  2.07433255e+01 
 1.00000000e+04  2.07418085e+01 
 1.25892541e+04  2.07394053e+01 
 1.58489319e+04  2.07355992e+01 
 1.99526231e+04  2.07295739e+01 
 2.51188643e+04  2.07200417e+01 
 3.16227766e+04  2.07049773e+01 
 3.98107171e+04  2.06812093e+01 
 5.01187234e+04  2.06438064e+01 
 6.30957344e+04  2.05851840e+01 
 7.94328235e+04  2.04938759e+01 
 1.00000000e+05  2.03530054e+01 
 1.25892541e+05  2.01387402e+01 
 1.58489319e+05  1.98194986e+01 
 1.99526231e+05  1.93573134e+01 
 2.51188643e+05  1.87129450e+01 
 3.16227766e+05  1.78549542e+01 
 3.98107171e+05  1.67696408e+01 
 5.01187234e+05  1.54661966e+01 
 6.30957344e+05  1.39735570e+01 
 7.94328235e+05  1.23312548e+01 
 1.00000000e+06  1.05799708e+01 
 1.25892541e+06  8.75576024e+00 
 1.58489319e+06  6.88845752e+00 
 1.99526231e+06  5.00287579e+00 
 2.51188643e+06  3.12133257e+00 
 3.16227766e+06  1.26656570e+00 
 3.98107171e+06 -5.35562264e-01 
 5.01187234e+06 -2.25430988e+00 
 6.30957344e+06 -3.85451719e+00 
 7.94328235e+06 -5.30093566e+00 
 1.00000000e+07 -6.56722265e+00 
 1.25892541e+07 -7.64740892e+00 
 1.58489319e+07 -8.56393292e+00 
 1.99526231e+07 -9.36445270e+00 
 2.51188643e+07 -1.00933199e+01 
 3.16227766e+07 -1.06793592e+01 
 3.98107171e+07 -1.05744377e+01 
 5.01187234e+07 -8.59587937e+00 
 6.30957344e+07 -5.07557576e+00 
 7.94328235e+07 -2.40682683e+00 
 1.00000000e+08 -1.61121049e+00 
 1.25892541e+08 -1.34382327e+00 
 1.58489319e+08  1.05009731e-01 
 1.99526231e+08  2.01706682e+00 
 2.51188643e+08  3.69957118e+00 
 3.16227766e+08  5.07166201e+00 
 3.98107171e+08  6.16125387e+00 
 5.01187234e+08  6.98894329e+00 
 6.30957344e+08  7.56341295e+00 
 7.94328235e+08  7.88933946e+00 
 1.00000000e+09  7.97008994e+00 
 frequency       gain_db        
 1.00000000e+00  2.85031534e+01 
 1.25892541e+00  2.85031534e+01 
 1.58489319e+00  2.85031534e+01 
 1.99526231e+00  2.85031534e+01 
 2.51188643e+00  2.85031534e+01 
 3.16227766e+00  2.85031534e+01 
 3.98107171e+00  2.85031534e+01 
 5.01187234e+00  2.85031534e+01 
 6.30957344e+00  2.85031534e+01 
 7.94328235e+00  2.85031534e+01 
 1.00000000e+01  2.85031534e+01 
 1.25892541e+01  2.85031534e+01 
 1.58489319e+01  2.85031534e+01 
 1.99526231e+01  2.85031534e+01 
 2.51188643e+01  2.85031533e+01 
 3.16227766e+01  2.85031533e+01 
 3.98107171e+01  2.85031532e+01 
 5.01187234e+01  2.85031530e+01 
 6.30957344e+01  2.85031528e+01 
 7.94328235e+01  2.85031524e+01 
 1.00000000e+02  2.85031518e+01 
 1.25892541e+02  2.85031508e+01 
 1.58489319e+02  2.85031493e+01 
 1.99526231e+02  2.85031469e+01 
 2.51188643e+02  2.85031430e+01 
 3.16227766e+02  2.85031369e+01 
 3.98107171e+02  2.85031273e+01 
 5.01187234e+02  2.85031120e+01 
 6.30957344e+02  2.85030877e+01 
 7.94328235e+02  2.85030492e+01 
 1.00000000e+03  2.85029883e+01 
 1.25892541e+03  2.85028917e+01 
 1.58489319e+03  2.85027386e+01 
 1.99526231e+03  2.85024960e+01 
 2.51188643e+03  2.85021116e+01 
 3.16227766e+03  2.85015023e+01 
 3.98107171e+03  2.85005368e+01 
 5.01187234e+03  2.84990071e+01 
 6.30957344e+03  2.84965838e+01 
 7.94328235e+03  2.84927459e+01 
 1.00000000e+04  2.84866701e+01 
 1.25892541e+04  2.84770581e+01 
 1.58489319e+04  2.84618673e+01 
 1.99526231e+04  2.84379002e+01 
 2.51188643e+04  2.84001837e+01 
 3.16227766e+04  2.83410704e+01 
 3.98107171e+04  2.82490001e+01 
 5.01187234e+04  2.81069641e+01 
 6.30957344e+04  2.78909587e+01 
 7.94328235e+04  2.75692131e+01 
 1.00000000e+05  2.71036055e+01 
 1.25892541e+05  2.64548508e+01 
 1.58489319e+05  2.55916153e+01 
 1.99526231e+05  2.45003905e+01 
 2.51188643e+05  2.31904558e+01 
 3.16227766e+05  2.16904987e+01 
 3.98107171e+05  2.00392911e+01 
 5.01187234e+05  1.82761051e+01 
 6.30957344e+05  1.64347495e+01 
 7.94328235e+05  1.45416354e+01 
 1.00000000e+06  1.26164280e+01 
 1.25892541e+06  1.06738052e+01 
 1.58489319e+06  8.72546261e+00 
 1.99526231e+06  6.78205858e+00 
 2.51188643e+06  4.85509162e+00 
 3.16227766e+06  2.95877803e+00 
 3.98107171e+06  1.11188902e+00 
 5.01187234e+06 -6.60834792e-01 
 6.30957344e+06 -2.32867029e+00 
 7.94328235e+06 -3.85791469e+00 
 1.00000000e+07 -5.21938096e+00 
 1.25892541e+07 -6.39978403e+00 
 1.58489319e+07 -7.41251589e+00 
 1.99526231e+07 -8.29977669e+00 
 2.51188643e+07 -9.11163357e+00 
 3.16227766e+07 -9.80650260e+00 
 3.98107171e+07 -9.87569768e+00 
 5.01187234e+07 -7.93911645e+00 
 6.30957344e+07 -3.94838099e+00 
 7.94328235e+07 -6.25974933e-01 
 1.00000000e+08  2.69106046e-01 
 1.25892541e+08 -4.40818977e-02 
 1.58489319e+08  1.26380696e-01 
 1.99526231e+08  1.37340978e+00 
 2.51188643e+08  3.01081537e+00 
 3.16227766e+08  4.52813469e+00 
 3.98107171e+08  5.78849956e+00 
 5.01187234e+08  6.77139220e+00 
 6.30957344e+08  7.47499675e+00 
 7.94328235e+08  7.89881486e+00 
 1.00000000e+09  8.04288415e+00 
 frequency       gain_db        
 1.00000000e+00  3.56518858e+01 
 1.25892541e+00  3.56518858e+01 
 1.58489319e+00  3.56518858e+01 
 1.99526231e+00  3.56518858e+01 
 2.51188643e+00  3.56518858e+01 
 3.16227766e+00  3.56518858e+01 
 3.98107171e+00  3.56518858e+01 
 5.01187234e+00  3.56518857e+01 
 6.30957344e+00  3.56518857e+01 
 7.94328235e+00  3.56518857e+01 
 1.00000000e+01  3.56518857e+01 
 1.25892541e+01  3.56518856e+01 
 1.58489319e+01  3.56518856e+01 
 1.99526231e+01  3.56518854e+01 
 2.51188643e+01  3.56518853e+01 
 3.16227766e+01  3.56518850e+01 
 3.98107171e+01  3.56518845e+01 
 5.01187234e+01  3.56518837e+01 
 6.30957344e+01  3.56518826e+01 
 7.94328235e+01  3.56518807e+01 
 1.00000000e+02  3.56518777e+01 
 1.25892541e+02  3.56518730e+01 
 1.58489319e+02  3.56518655e+01 
 1.99526231e+02  3.56518537e+01 
 2.51188643e+02  3.56518349e+01 
 3.16227766e+02  3.56518052e+01 
 3.98107171e+02  3.56517580e+01 
 5.01187234e+02  3.56516833e+01 
 6.30957344e+02  3.56515649e+01 
 7.94328235e+02  3.56513772e+01 
 1.00000000e+03  3.56510798e+01 
 1.25892541e+03  3.56506085e+01 
 1.58489319e+03  3.56498616e+01 
 1.99526231e+03  3.56486782e+01 
 2.51188643e+03  3.56468032e+01 
 3.16227766e+03  3.56438332e+01 
 3.98107171e+03  3.56391302e+01 
 5.01187234e+03  3.56316869e+01 
 6.30957344e+03  3.56199162e+01 
 7.94328235e+03  3.56013259e+01 
 1.00000000e+04  3.55720244e+01 
 1.25892541e+04  3.55259858e+01 
 1.58489319e+04  3.54540046e+01 
 1.99526231e+04  3.53423115e+01 
 2.51188643e+04  3.51709720e+01 
 3.16227766e+04  3.49125488e+01 
 3.98107171e+04  3.45320879e+01 
 5.01187234e+04  3.39900405e+01 
 6.30957344e+04  3.32493305e+01 
 7.94328235e+04  3.22854100e+01 
 1.00000000e+05  3.10946559e+01 
 1.25892541e+05  2.96957299e+01 
 1.58489319e+05  2.81229373e+01 
 1.99526231e+05  2.64160688e+01 
 2.51188643e+05  2.46121134e+01 
 3.16227766e+05  2.27411166e+01 
 3.98107171e+05  2.08254867e+01 
 5.01187234e+05  1.88811120e+01 
 6.30957344e+05  1.69190287e+01 
 7.94328235e+05  1.49470176e+01 
 1.00000000e+06  1.29709415e+01 
 1.25892541e+06  1.09958560e+01 
 1.58489319e+06  9.02700419e+00 
 1.99526231e+06  7.07083215e+00 
 2.51188643e+06  5.13614581e+00 
 3.16227766e+06  3.23548283e+00 
 3.98107171e+06  1.38663058e+00 
 5.01187234e+06 -3.86088803e-01 
 6.30957344e+06 -2.05168912e+00 
 7.94328235e+06 -3.57508029e+00 
 1.00000000e+07 -4.92377310e+00 
 1.25892541e+07 -6.07817370e+00 
 1.58489319e+07 -7.04081984e+00 
 1.99526231e+07 -7.83568785e+00 
 2.51188643e+07 -8.48138332e+00 
 3.16227766e+07 -8.88144283e+00 
 3.98107171e+07 -8.43920955e+00 
 5.01187234e+07 -5.70205473e+00 
 6.30957344e+07 -2.13625464e+00 
 7.94328235e+07 -3.54062035e+00 
 1.00000000e+08 -6.59448547e+00 
 1.25892541e+08 -8.04979504e+00 
 1.58489319e+08 -6.94372354e+00 
 1.99526231e+08 -5.17479976e+00 
 2.51188643e+08 -3.51867821e+00 
 3.16227766e+08 -2.00584121e+00 
 3.98107171e+08 -5.81001554e-01 
 5.01187234e+08  7.63913767e-01 
 6.30957344e+08  1.99156745e+00 
 7.94328235e+08  3.04095835e+00 
 1.00000000e+09  3.84365666e+00 
 frequency       gain_db        
 1.00000000e+00  2.96735007e+01 
 1.25892541e+00  2.96735007e+01 
 1.58489319e+00  2.96735007e+01 
 1.99526231e+00  2.96735007e+01 
 2.51188643e+00  2.96735007e+01 
 3.16227766e+00  2.96735007e+01 
 3.98107171e+00  2.96735007e+01 
 5.01187234e+00  2.96735007e+01 
 6.30957344e+00  2.96735007e+01 
 7.94328235e+00  2.96735007e+01 
 1.00000000e+01  2.96735007e+01 
 1.25892541e+01  2.96735007e+01 
 1.58489319e+01  2.96735007e+01 
 1.99526231e+01  2.96735007e+01 
 2.51188643e+01  2.96735006e+01 
 3.16227766e+01  2.96735005e+01 
 3.98107171e+01  2.96735004e+01 
 5.01187234e+01  2.96735002e+01 
 6.30957344e+01  2.96735000e+01 
 7.94328235e+01  2.96734995e+01 
 1.00000000e+02  2.96734988e+01 
 1.25892541e+02  2.96734976e+01 
 1.58489319e+02  2.96734957e+01 
 1.99526231e+02  2.96734928e+01 
 2.51188643e+02  2.96734882e+01 
 3.16227766e+02  2.96734808e+01 
 3.98107171e+02  2.96734691e+01 
 5.01187234e+02  2.96734507e+01 
 6.30957344e+02  2.96734214e+01 
 7.94328235e+02  2.96733749e+01 
 1.00000000e+03  2.96733013e+01 
 1.25892541e+03  2.96731847e+01 
 1.58489319e+03  2.96729998e+01 
 1.99526231e+03  2.96727069e+01 
 2.51188643e+03  2.96722426e+01 
 3.16227766e+03  2.96715069e+01 
 3.98107171e+03  2.96703411e+01 
 5.01187234e+03  2.96684941e+01 
 6.30957344e+03  2.96655683e+01 
 7.94328235e+03  2.96609355e+01 
 1.00000000e+04  2.96536029e+01 
 1.25892541e+04  2.96420070e+01 
 1.58489319e+04  2.96236917e+01 
 1.99526231e+04  2.95948215e+01 
 2.51188643e+04  2.95494550e+01 
 3.16227766e+04  2.94785112e+01 
 3.98107171e+04  2.93683950e+01 
 5.01187234e+04  2.91993998e+01 
 6.30957344e+04  2.89443478e+01 
 7.94328235e+04  2.85685109e+01 
 1.00000000e+05  2.80324126e+01 
 1.25892541e+05  2.72987619e+01 
 1.58489319e+05  2.63424720e+01 
 1.99526231e+05  2.51592100e+01 
 2.51188643e+05  2.37670453e+01 
 3.16227766e+05  2.22000328e+01 
 3.98107171e+05  2.04980962e+01 
 5.01187234e+05  1.86986577e+01 
 6.30957344e+05  1.68324158e+01 
 7.94328235e+05  1.49226499e+01 
 1.00000000e+06  1.29864329e+01 
 1.25892541e+06  1.10364971e+01 
 1.58489319e+06  9.08314267e+00 
 1.99526231e+06  7.13603068e+00 
 2.51188643e+06  5.20591908e+00 
 3.16227766e+06  3.30644051e+00 
 3.98107171e+06  1.45591262e+00 
 5.01187234e+06 -3.21131477e-01 
 6.30957344e+06 -1.99355028e+00 
 7.94328235e+06 -3.52583071e+00 
 1.00000000e+07 -4.88445456e+00 
 1.25892541e+07 -6.04806174e+00 
 1.58489319e+07 -7.01720466e+00 
 1.99526231e+07 -7.81576920e+00 
 2.51188643e+07 -8.47180837e+00 
 3.16227766e+07 -8.93910625e+00 
 3.98107171e+07 -8.80833894e+00 
 5.01187234e+07 -6.79427091e+00 
 6.30957344e+07 -3.28012975e+00 
 7.94328235e+07 -4.24950152e+00 
 1.00000000e+08 -7.54684931e+00 
 1.25892541e+08 -9.36101142e+00 
 1.58489319e+08 -8.23388096e+00 
 1.99526231e+08 -6.44351136e+00 
 2.51188643e+08 -4.90675808e+00 
 3.16227766e+08 -3.60263741e+00 
 3.98107171e+08 -2.41622452e+00 
 5.01187234e+08 -1.28452890e+00 
 6.30957344e+08 -1.99628394e-01 
 7.94328235e+08  8.08171564e-01 
 1.00000000e+09  1.68381970e+00 
 frequency       gain_db        
 1.00000000e+00  2.01042968e+01 
 1.25892541e+00  2.01042968e+01 
 1.58489319e+00  2.01042968e+01 
 1.99526231e+00  2.01042968e+01 
 2.51188643e+00  2.01042968e+01 
 3.16227766e+00  2.01042968e+01 
 3.98107171e+00  2.01042968e+01 
 5.01187234e+00  2.01042968e+01 
 6.30957344e+00  2.01042968e+01 
 7.94328235e+00  2.01042968e+01 
 1.00000000e+01  2.01042968e+01 
 1.25892541e+01  2.01042968e+01 
 1.58489319e+01  2.01042968e+01 
 1.99526231e+01  2.01042968e+01 
 2.51188643e+01  2.01042968e+01 
 3.16227766e+01  2.01042968e+01 
 3.98107171e+01  2.01042967e+01 
 5.01187234e+01  2.01042967e+01 
 6.30957344e+01  2.01042967e+01 
 7.94328235e+01  2.01042966e+01 
 1.00000000e+02  2.01042965e+01 
 1.25892541e+02  2.01042963e+01 
 1.58489319e+02  2.01042960e+01 
 1.99526231e+02  2.01042955e+01 
 2.51188643e+02  2.01042948e+01 
 3.16227766e+02  2.01042936e+01 
 3.98107171e+02  2.01042917e+01 
 5.01187234e+02  2.01042888e+01 
 6.30957344e+02  2.01042841e+01 
 7.94328235e+02  2.01042767e+01 
 1.00000000e+03  2.01042649e+01 
 1.25892541e+03  2.01042462e+01 
 1.58489319e+03  2.01042167e+01 
 1.99526231e+03  2.01041698e+01 
 2.51188643e+03  2.01040955e+01 
